id,image,h_div,num_of_swap,swap_log,grid_w,grid_h,factor,source_image
758,000000059454_f28_h2_s3.png,2,3,"[[3, 0], [3, 1], [1, 0]]",2,2,28,COCO_train2014_000000059454.jpg
759,000000059515_f28_h2_s1.png,2,1,"[[3, 0]]",2,2,28,COCO_train2014_000000059515.jpg
760,000000059641_f28_h2_s3.png,2,3,"[[0, 3], [0, 2], [1, 2]]",2,2,28,COCO_train2014_000000059641.jpg
761,000000059679_f28_h3_s2.png,3,2,"[[3, 0], [0, 2]]",2,3,28,COCO_train2014_000000059679.jpg
762,000000059693_f28_h2_s2.png,2,2,"[[2, 3], [2, 1]]",2,2,28,COCO_train2014_000000059693.jpg
763,000000059789_f28_h4_s1.png,4,1,"[[3, 1]]",5,4,28,COCO_train2014_000000059789.jpg
764,000000059943_f28_h2_s1.png,2,1,"[[1, 2]]",2,2,28,COCO_train2014_000000059943.jpg
765,000000059985_f28_h3_s2.png,3,2,"[[9, 4], [11, 1]]",4,3,28,COCO_train2014_000000059985.jpg
766,000000060041_f28_h3_s2.png,3,2,"[[2, 1], [6, 7]]",5,3,28,COCO_train2014_000000060041.jpg
767,000000060060_f28_h3_s2.png,3,2,"[[6, 8], [6, 11]]",4,3,28,COCO_train2014_000000060060.jpg
768,000000060245_f28_h2_s3.png,2,3,"[[0, 1], [0, 2], [3, 2]]",2,2,28,COCO_train2014_000000060245.jpg
769,000000060387_f28_h4_s2.png,4,2,"[[5, 13], [11, 0]]",5,4,28,COCO_train2014_000000060387.jpg
770,000000060433_f28_h4_s3.png,4,3,"[[4, 16], [15, 3], [13, 15]]",5,4,28,COCO_train2014_000000060433.jpg
771,000000060437_f28_h2_s1.png,2,1,"[[2, 3]]",2,2,28,COCO_train2014_000000060437.jpg
772,000000060526_f28_h3_s1.png,3,1,"[[11, 10]]",4,3,28,COCO_train2014_000000060526.jpg
773,000000060567_f28_h4_s3.png,4,3,"[[9, 10], [3, 11], [5, 9]]",3,4,28,COCO_train2014_000000060567.jpg
774,000000060604_f28_h4_s3.png,4,3,"[[1, 4], [3, 4], [5, 6]]",2,4,28,COCO_train2014_000000060604.jpg
775,000000060689_f28_h4_s3.png,4,3,"[[12, 4], [17, 1], [0, 6]]",5,4,28,COCO_train2014_000000060689.jpg
776,000000060874_f28_h4_s2.png,4,2,"[[15, 5], [2, 16]]",6,4,28,COCO_train2014_000000060874.jpg
777,000000060890_f28_h3_s1.png,3,1,"[[5, 4]]",4,3,28,COCO_train2014_000000060890.jpg
778,000000060892_f28_h2_s3.png,2,3,"[[1, 3], [3, 1], [1, 0]]",2,2,28,COCO_train2014_000000060892.jpg
779,000000061049_f28_h3_s2.png,3,2,"[[9, 7], [1, 8]]",4,3,28,COCO_train2014_000000061049.jpg
780,000000061053_f28_h3_s2.png,3,2,"[[1, 8], [11, 10]]",4,3,28,COCO_train2014_000000061053.jpg
781,000000061054_f28_h2_s1.png,2,1,"[[3, 1]]",2,2,28,COCO_train2014_000000061054.jpg
782,000000061201_f28_h4_s1.png,4,1,"[[1, 7]]",2,4,28,COCO_train2014_000000061201.jpg
783,000000061206_f28_h4_s3.png,4,3,"[[9, 17], [17, 6], [14, 10]]",5,4,28,COCO_train2014_000000061206.jpg
784,000000061219_f28_h3_s1.png,3,1,"[[3, 8]]",4,3,28,COCO_train2014_000000061219.jpg
785,000000061230_f28_h3_s3.png,3,3,"[[9, 10], [7, 11], [5, 8]]",4,3,28,COCO_train2014_000000061230.jpg
786,000000061293_f28_h4_s1.png,4,1,"[[0, 11]]",5,4,28,COCO_train2014_000000061293.jpg
787,000000061502_f28_h3_s3.png,3,3,"[[4, 9], [8, 5], [11, 1]]",4,3,28,COCO_train2014_000000061502.jpg
788,000000061561_f28_h2_s1.png,2,1,"[[3, 1]]",3,2,28,COCO_train2014_000000061561.jpg
789,000000061567_f28_h4_s3.png,4,3,"[[11, 6], [1, 5], [9, 3]]",3,4,28,COCO_train2014_000000061567.jpg
790,000000061732_f28_h2_s1.png,2,1,"[[3, 0]]",2,2,28,COCO_train2014_000000061732.jpg
791,000000061734_f28_h3_s1.png,3,1,"[[5, 2]]",2,3,28,COCO_train2014_000000061734.jpg
792,000000061814_f28_h2_s3.png,2,3,"[[5, 4], [0, 4], [3, 5]]",3,2,28,COCO_train2014_000000061814.jpg
793,000000061895_f28_h4_s1.png,4,1,"[[15, 0]]",5,4,28,COCO_train2014_000000061895.jpg
794,000000061919_f28_h4_s3.png,4,3,"[[0, 5], [6, 7], [7, 4]]",2,4,28,COCO_train2014_000000061919.jpg
795,000000062195_f28_h4_s1.png,4,1,"[[4, 3]]",5,4,28,COCO_train2014_000000062195.jpg
796,000000062204_f28_h3_s3.png,3,3,"[[9, 10], [5, 9], [6, 7]]",4,3,28,COCO_train2014_000000062204.jpg
797,000000062219_f28_h4_s3.png,4,3,"[[7, 9], [12, 10], [9, 15]]",5,4,28,COCO_train2014_000000062219.jpg
798,000000062426_f28_h4_s3.png,4,3,"[[8, 4], [11, 8], [5, 9]]",3,4,28,COCO_train2014_000000062426.jpg
799,000000062558_f28_h4_s1.png,4,1,"[[3, 1]]",2,4,28,COCO_train2014_000000062558.jpg
800,000000062608_f28_h4_s3.png,4,3,"[[9, 12], [4, 6], [16, 18]]",5,4,28,COCO_train2014_000000062608.jpg
801,000000062923_f28_h4_s3.png,4,3,"[[10, 3], [11, 18], [15, 19]]",5,4,28,COCO_train2014_000000062923.jpg
802,000000063043_f28_h4_s3.png,4,3,"[[13, 18], [9, 14], [0, 17]]",5,4,28,COCO_train2014_000000063043.jpg
803,000000063050_f28_h2_s1.png,2,1,"[[3, 0]]",2,2,28,COCO_train2014_000000063050.jpg
804,000000063166_f28_h2_s3.png,2,3,"[[0, 1], [2, 0], [2, 3]]",2,2,28,COCO_train2014_000000063166.jpg
805,000000063230_f28_h3_s1.png,3,1,"[[0, 5]]",4,3,28,COCO_train2014_000000063230.jpg
806,000000063353_f28_h2_s3.png,2,3,"[[0, 2], [3, 0], [1, 3]]",2,2,28,COCO_train2014_000000063353.jpg
807,000000063370_f28_h4_s3.png,4,3,"[[12, 7], [16, 9], [1, 13]]",5,4,28,COCO_train2014_000000063370.jpg
808,000000063566_f28_h4_s2.png,4,2,"[[17, 1], [0, 9]]",5,4,28,COCO_train2014_000000063566.jpg
809,000000063636_f28_h2_s3.png,2,3,"[[3, 0], [2, 3], [1, 3]]",2,2,28,COCO_train2014_000000063636.jpg
810,000000063676_f28_h2_s2.png,2,2,"[[3, 0], [0, 1]]",2,2,28,COCO_train2014_000000063676.jpg
811,000000063721_f28_h2_s3.png,2,3,"[[4, 0], [3, 0], [3, 2]]",3,2,28,COCO_train2014_000000063721.jpg
812,000000063795_f28_h4_s2.png,4,2,"[[4, 6], [18, 8]]",5,4,28,COCO_train2014_000000063795.jpg
813,000000063886_f28_h2_s2.png,2,2,"[[3, 2], [1, 0]]",2,2,28,COCO_train2014_000000063886.jpg
814,000000063943_f28_h2_s2.png,2,2,"[[4, 0], [5, 4]]",3,2,28,COCO_train2014_000000063943.jpg
815,000000063949_f28_h4_s2.png,4,2,"[[15, 19], [17, 11]]",5,4,28,COCO_train2014_000000063949.jpg
816,000000063974_f28_h2_s3.png,2,3,"[[2, 3], [1, 0], [0, 3]]",2,2,28,COCO_train2014_000000063974.jpg
817,000000064010_f28_h2_s2.png,2,2,"[[3, 0], [2, 0]]",2,2,28,COCO_train2014_000000064010.jpg
818,000000064170_f28_h2_s3.png,2,3,"[[2, 1], [2, 1], [1, 3]]",2,2,28,COCO_train2014_000000064170.jpg
819,000000064283_f28_h4_s2.png,4,2,"[[17, 0], [3, 12]]",5,4,28,COCO_train2014_000000064283.jpg
820,000000064310_f28_h3_s1.png,3,1,"[[10, 9]]",4,3,28,COCO_train2014_000000064310.jpg
821,000000064314_f28_h4_s1.png,4,1,"[[0, 11]]",3,4,28,COCO_train2014_000000064314.jpg
822,000000064454_f28_h3_s2.png,3,2,"[[1, 7], [4, 9]]",4,3,28,COCO_train2014_000000064454.jpg
823,000000064460_f28_h4_s2.png,4,2,"[[0, 17], [11, 17]]",6,4,28,COCO_train2014_000000064460.jpg
824,000000064537_f28_h4_s2.png,4,2,"[[15, 1], [9, 6]]",5,4,28,COCO_train2014_000000064537.jpg
825,000000064562_f28_h3_s3.png,3,3,"[[1, 2], [2, 9], [8, 0]]",4,3,28,COCO_train2014_000000064562.jpg
826,000000064730_f28_h4_s1.png,4,1,"[[3, 11]]",3,4,28,COCO_train2014_000000064730.jpg
827,000000064798_f28_h4_s1.png,4,1,"[[6, 1]]",3,3,28,COCO_train2014_000000064798.jpg
828,000000064828_f28_h2_s3.png,2,3,"[[5, 3], [5, 0], [5, 1]]",3,2,28,COCO_train2014_000000064828.jpg
829,000000064834_f28_h2_s2.png,2,2,"[[2, 0], [0, 1]]",2,2,28,COCO_train2014_000000064834.jpg
830,000000064890_f28_h2_s1.png,2,1,"[[2, 5]]",3,2,28,COCO_train2014_000000064890.jpg
831,000000064933_f28_h2_s3.png,2,3,"[[1, 2], [3, 1], [3, 2]]",2,2,28,COCO_train2014_000000064933.jpg
832,000000065012_f28_h3_s2.png,3,2,"[[5, 0], [6, 11]]",4,3,28,COCO_train2014_000000065012.jpg
833,000000065028_f28_h2_s3.png,2,3,"[[0, 3], [0, 3], [0, 3]]",2,2,28,COCO_train2014_000000065028.jpg
834,000000065163_f28_h4_s1.png,4,1,"[[9, 10]]",5,4,28,COCO_train2014_000000065163.jpg
835,000000065220_f28_h4_s1.png,4,1,"[[9, 15]]",5,4,28,COCO_train2014_000000065220.jpg
836,000000065420_f28_h3_s2.png,3,2,"[[10, 0], [7, 2]]",4,3,28,COCO_train2014_000000065420.jpg
837,000000065425_f28_h4_s1.png,4,1,"[[4, 12]]",4,4,28,COCO_train2014_000000065425.jpg
838,000000065447_f28_h3_s3.png,3,3,"[[4, 11], [2, 5], [10, 13]]",5,3,28,COCO_train2014_000000065447.jpg
839,000000065448_f28_h4_s3.png,4,3,"[[11, 0], [17, 18], [4, 3]]",5,4,28,COCO_train2014_000000065448.jpg
840,000000065584_f28_h2_s1.png,2,1,"[[3, 2]]",2,2,28,COCO_train2014_000000065584.jpg
841,000000065588_f28_h4_s1.png,4,1,"[[9, 6]]",5,4,28,COCO_train2014_000000065588.jpg
842,000000065616_f28_h4_s3.png,4,3,"[[23, 11], [6, 14], [20, 16]]",6,4,28,COCO_train2014_000000065616.jpg
843,000000065632_f28_h2_s1.png,2,1,"[[1, 0]]",2,2,28,COCO_train2014_000000065632.jpg
844,000000065668_f28_h4_s2.png,4,2,"[[6, 3], [5, 19]]",5,4,28,COCO_train2014_000000065668.jpg
845,000000065732_f28_h2_s3.png,2,3,"[[3, 2], [0, 2], [0, 2]]",2,2,28,COCO_train2014_000000065732.jpg
846,000000065836_f28_h4_s3.png,4,3,"[[15, 5], [11, 2], [7, 1]]",4,4,28,COCO_train2014_000000065836.jpg
847,000000065861_f28_h3_s3.png,3,3,"[[0, 2], [2, 4], [3, 2]]",2,3,28,COCO_train2014_000000065861.jpg
848,000000066151_f28_h4_s3.png,4,3,"[[9, 19], [4, 19], [18, 11]]",5,4,28,COCO_train2014_000000066151.jpg
849,000000066255_f28_h3_s2.png,3,2,"[[2, 0], [5, 3]]",4,3,28,COCO_train2014_000000066255.jpg
850,000000066299_f28_h2_s3.png,2,3,"[[3, 1], [2, 0], [2, 1]]",2,2,28,COCO_train2014_000000066299.jpg
851,000000066325_f28_h3_s2.png,3,2,"[[5, 4], [7, 9]]",4,3,28,COCO_train2014_000000066325.jpg
852,000000066406_f28_h2_s1.png,2,1,"[[0, 2]]",2,2,28,COCO_train2014_000000066406.jpg
853,000000066466_f28_h2_s3.png,2,3,"[[1, 2], [0, 3], [0, 1]]",2,2,28,COCO_train2014_000000066466.jpg
854,000000066516_f28_h4_s3.png,4,3,"[[0, 10], [9, 6], [9, 3]]",3,4,28,COCO_train2014_000000066516.jpg
855,000000066537_f28_h2_s3.png,2,3,"[[2, 3], [3, 2], [1, 2]]",2,2,28,COCO_train2014_000000066537.jpg
856,000000066652_f28_h3_s1.png,3,1,"[[4, 2]]",2,3,28,COCO_train2014_000000066652.jpg
857,000000066662_f28_h2_s2.png,2,2,"[[4, 5], [0, 4]]",3,2,28,COCO_train2014_000000066662.jpg
858,000000066822_f28_h3_s3.png,3,3,"[[0, 11], [3, 10], [10, 2]]",4,3,28,COCO_train2014_000000066822.jpg
859,000000066825_f28_h4_s1.png,4,1,"[[14, 5]]",7,4,28,COCO_train2014_000000066825.jpg
860,000000066828_f28_h2_s3.png,2,3,"[[1, 3], [3, 1], [0, 1]]",2,2,28,COCO_train2014_000000066828.jpg
861,000000066995_f28_h3_s1.png,3,1,"[[1, 5]]",4,3,28,COCO_train2014_000000066995.jpg
862,000000067027_f28_h3_s1.png,3,1,"[[0, 4]]",3,3,28,COCO_train2014_000000067027.jpg
863,000000067082_f28_h4_s2.png,4,2,"[[12, 16], [14, 1]]",6,4,28,COCO_train2014_000000067082.jpg
864,000000067126_f28_h3_s1.png,3,1,"[[11, 8]]",4,3,28,COCO_train2014_000000067126.jpg
865,000000067220_f28_h4_s2.png,4,2,"[[8, 19], [17, 19]]",5,4,28,COCO_train2014_000000067220.jpg
866,000000067246_f28_h2_s2.png,2,2,"[[5, 3], [2, 5]]",3,2,28,COCO_train2014_000000067246.jpg
867,000000067262_f28_h4_s1.png,4,1,"[[16, 8]]",5,4,28,COCO_train2014_000000067262.jpg
868,000000067407_f28_h3_s1.png,3,1,"[[4, 3]]",2,3,28,COCO_train2014_000000067407.jpg
869,000000067456_f28_h3_s2.png,3,2,"[[7, 13], [7, 10]]",5,3,28,COCO_train2014_000000067456.jpg
870,000000067470_f28_h2_s3.png,2,3,"[[1, 4], [1, 2], [0, 5]]",3,2,28,COCO_train2014_000000067470.jpg
871,000000067623_f28_h4_s2.png,4,2,"[[6, 4], [5, 6]]",5,4,28,COCO_train2014_000000067623.jpg
872,000000067697_f28_h3_s3.png,3,3,"[[11, 1], [10, 3], [6, 5]]",4,3,28,COCO_train2014_000000067697.jpg
873,000000067749_f28_h4_s1.png,4,1,"[[15, 16]]",5,4,28,COCO_train2014_000000067749.jpg
874,000000067752_f28_h3_s1.png,3,1,"[[2, 7]]",3,3,28,COCO_train2014_000000067752.jpg
875,000000067802_f28_h2_s1.png,2,1,"[[1, 0]]",2,2,28,COCO_train2014_000000067802.jpg
876,000000067838_f28_h4_s3.png,4,3,"[[1, 19], [4, 1], [5, 9]]",5,4,28,COCO_train2014_000000067838.jpg
877,000000067917_f28_h3_s3.png,3,3,"[[9, 11], [0, 11], [4, 1]]",4,3,28,COCO_train2014_000000067917.jpg
878,000000068021_f28_h4_s2.png,4,2,"[[15, 5], [7, 14]]",5,4,28,COCO_train2014_000000068021.jpg
879,000000068130_f28_h4_s1.png,4,1,"[[18, 5]]",5,4,28,COCO_train2014_000000068130.jpg
880,000000068176_f28_h4_s3.png,4,3,"[[8, 2], [10, 15], [14, 9]]",4,4,28,COCO_train2014_000000068176.jpg
881,000000068206_f28_h4_s1.png,4,1,"[[7, 13]]",5,4,28,COCO_train2014_000000068206.jpg
882,000000068223_f28_h3_s1.png,3,1,"[[1, 0]]",4,3,28,COCO_train2014_000000068223.jpg
883,000000068344_f28_h2_s3.png,2,3,"[[3, 0], [0, 1], [3, 2]]",2,2,28,COCO_train2014_000000068344.jpg
884,000000068356_f28_h4_s1.png,4,1,"[[17, 16]]",5,4,28,COCO_train2014_000000068356.jpg
885,000000068442_f28_h2_s1.png,2,1,"[[3, 2]]",2,2,28,COCO_train2014_000000068442.jpg
886,000000068482_f28_h2_s3.png,2,3,"[[0, 3], [3, 2], [3, 1]]",2,2,28,COCO_train2014_000000068482.jpg
887,000000068586_f28_h2_s3.png,2,3,"[[3, 0], [3, 1], [2, 3]]",2,2,28,COCO_train2014_000000068586.jpg
888,000000068597_f28_h4_s3.png,4,3,"[[18, 3], [13, 4], [8, 16]]",7,4,28,COCO_train2014_000000068597.jpg
889,000000068636_f28_h2_s1.png,2,1,"[[2, 3]]",2,2,28,COCO_train2014_000000068636.jpg
890,000000068637_f28_h4_s2.png,4,2,"[[4, 1], [0, 6]]",2,4,28,COCO_train2014_000000068637.jpg
891,000000068688_f28_h4_s1.png,4,1,"[[9, 8]]",3,4,28,COCO_train2014_000000068688.jpg
892,000000068751_f28_h2_s3.png,2,3,"[[0, 2], [1, 3], [2, 1]]",2,2,28,COCO_train2014_000000068751.jpg
893,000000068788_f28_h3_s1.png,3,1,"[[2, 7]]",4,3,28,COCO_train2014_000000068788.jpg
894,000000068789_f28_h4_s3.png,4,3,"[[8, 9], [17, 13], [18, 11]]",6,4,28,COCO_train2014_000000068789.jpg
895,000000069145_f28_h4_s2.png,4,2,"[[12, 6], [13, 18]]",5,4,28,COCO_train2014_000000069145.jpg
896,000000069200_f28_h4_s2.png,4,2,"[[2, 6], [8, 9]]",3,4,28,COCO_train2014_000000069200.jpg
897,000000069286_f28_h3_s2.png,3,2,"[[4, 10], [5, 13]]",5,3,28,COCO_train2014_000000069286.jpg
898,000000069309_f28_h4_s2.png,4,2,"[[4, 14], [3, 12]]",4,4,28,COCO_train2014_000000069309.jpg
899,000000069383_f28_h2_s2.png,2,2,"[[1, 0], [1, 3]]",2,2,28,COCO_train2014_000000069383.jpg
900,000000069458_f28_h3_s2.png,3,2,"[[8, 0], [2, 7]]",3,3,28,COCO_train2014_000000069458.jpg
901,000000069675_f28_h4_s1.png,4,1,"[[2, 5]]",5,4,28,COCO_train2014_000000069675.jpg
902,000000069700_f28_h3_s3.png,3,3,"[[6, 1], [1, 5], [3, 6]]",5,3,28,COCO_train2014_000000069700.jpg
903,000000069705_f28_h2_s3.png,2,3,"[[0, 3], [3, 1], [2, 3]]",2,2,28,COCO_train2014_000000069705.jpg
904,000000069826_f28_h4_s1.png,4,1,"[[2, 11]]",3,4,28,COCO_train2014_000000069826.jpg
905,000000069929_f28_h3_s2.png,3,2,"[[0, 4], [10, 8]]",4,3,28,COCO_train2014_000000069929.jpg
906,000000069936_f28_h3_s1.png,3,1,"[[0, 10]]",4,3,28,COCO_train2014_000000069936.jpg
907,000000069968_f28_h4_s3.png,4,3,"[[22, 7], [19, 5], [21, 1]]",6,4,28,COCO_train2014_000000069968.jpg
908,000000070178_f28_h3_s1.png,3,1,"[[10, 0]]",4,3,28,COCO_train2014_000000070178.jpg
909,000000070261_f28_h2_s1.png,2,1,"[[2, 1]]",2,2,28,COCO_train2014_000000070261.jpg
910,000000070298_f28_h3_s3.png,3,3,"[[6, 7], [9, 3], [8, 0]]",4,3,28,COCO_train2014_000000070298.jpg
911,000000070310_f28_h4_s3.png,4,3,"[[2, 3], [17, 9], [17, 19]]",5,4,28,COCO_train2014_000000070310.jpg
912,000000070485_f28_h3_s2.png,3,2,"[[4, 3], [9, 3]]",4,3,28,COCO_train2014_000000070485.jpg
913,000000070541_f28_h4_s1.png,4,1,"[[4, 1]]",2,4,28,COCO_train2014_000000070541.jpg
914,000000070586_f28_h3_s3.png,3,3,"[[0, 5], [0, 5], [2, 3]]",2,3,28,COCO_train2014_000000070586.jpg
915,000000070871_f28_h3_s3.png,3,3,"[[9, 4], [11, 7], [6, 10]]",4,3,28,COCO_train2014_000000070871.jpg
916,000000070923_f28_h3_s1.png,3,1,"[[5, 8]]",4,3,28,COCO_train2014_000000070923.jpg
917,000000071043_f28_h4_s2.png,4,2,"[[18, 0], [15, 3]]",5,4,28,COCO_train2014_000000071043.jpg
918,000000071126_f28_h3_s1.png,3,1,"[[6, 11]]",4,3,28,COCO_train2014_000000071126.jpg
919,000000071344_f28_h2_s3.png,2,3,"[[1, 2], [3, 1], [0, 3]]",2,2,28,COCO_train2014_000000071344.jpg
920,000000071376_f28_h3_s1.png,3,1,"[[4, 1]]",4,3,28,COCO_train2014_000000071376.jpg
921,000000071396_f28_h3_s3.png,3,3,"[[11, 5], [1, 9], [2, 8]]",4,3,28,COCO_train2014_000000071396.jpg
922,000000071502_f28_h3_s2.png,3,2,"[[3, 10], [4, 2]]",4,3,28,COCO_train2014_000000071502.jpg
923,000000071516_f28_h4_s3.png,4,3,"[[6, 16], [6, 8], [7, 9]]",5,4,28,COCO_train2014_000000071516.jpg
924,000000071599_f28_h2_s1.png,2,1,"[[1, 2]]",3,2,28,COCO_train2014_000000071599.jpg
925,000000071784_f28_h4_s2.png,4,2,"[[4, 3], [3, 2]]",6,4,28,COCO_train2014_000000071784.jpg
926,000000071908_f28_h4_s3.png,4,3,"[[7, 10], [0, 9], [0, 8]]",3,4,28,COCO_train2014_000000071908.jpg
927,000000071911_f28_h3_s3.png,3,3,"[[5, 8], [9, 4], [7, 2]]",4,3,28,COCO_train2014_000000071911.jpg
928,000000072101_f28_h4_s2.png,4,2,"[[12, 7], [18, 4]]",5,4,28,COCO_train2014_000000072101.jpg
929,000000072120_f28_h2_s3.png,2,3,"[[3, 1], [0, 3], [2, 1]]",2,2,28,COCO_train2014_000000072120.jpg
930,000000072189_f28_h4_s1.png,4,1,"[[14, 3]]",5,4,28,COCO_train2014_000000072189.jpg
931,000000072203_f28_h4_s3.png,4,3,"[[7, 2], [0, 1], [3, 4]]",2,4,28,COCO_train2014_000000072203.jpg
932,000000072354_f28_h4_s1.png,4,1,"[[10, 12]]",6,4,28,COCO_train2014_000000072354.jpg
933,000000072466_f28_h4_s2.png,4,2,"[[5, 18], [8, 7]]",5,4,28,COCO_train2014_000000072466.jpg
934,000000072495_f28_h3_s2.png,3,2,"[[9, 5], [5, 2]]",4,3,28,COCO_train2014_000000072495.jpg
935,000000072517_f28_h3_s2.png,3,2,"[[3, 7], [11, 5]]",4,3,28,COCO_train2014_000000072517.jpg
936,000000072518_f28_h3_s2.png,3,2,"[[4, 8], [2, 10]]",4,3,28,COCO_train2014_000000072518.jpg
937,000000072580_f28_h2_s3.png,2,3,"[[1, 0], [2, 0], [3, 1]]",2,2,28,COCO_train2014_000000072580.jpg
938,000000072606_f28_h2_s1.png,2,1,"[[5, 1]]",3,2,28,COCO_train2014_000000072606.jpg
939,000000072702_f28_h3_s1.png,3,1,"[[2, 7]]",4,3,28,COCO_train2014_000000072702.jpg
940,000000072728_f28_h3_s1.png,3,1,"[[10, 8]]",4,3,28,COCO_train2014_000000072728.jpg
941,000000072733_f28_h4_s3.png,4,3,"[[10, 16], [9, 8], [17, 19]]",5,4,28,COCO_train2014_000000072733.jpg
942,000000072746_f28_h2_s2.png,2,2,"[[0, 3], [1, 0]]",2,2,28,COCO_train2014_000000072746.jpg
943,000000072769_f28_h2_s2.png,2,2,"[[7, 6], [1, 4]]",4,2,28,COCO_train2014_000000072769.jpg
944,000000072817_f28_h4_s2.png,4,2,"[[8, 12], [11, 18]]",6,4,28,COCO_train2014_000000072817.jpg
945,000000072850_f28_h4_s2.png,4,2,"[[5, 0], [6, 0]]",2,4,28,COCO_train2014_000000072850.jpg
946,000000072892_f28_h3_s3.png,3,3,"[[9, 3], [9, 10], [10, 11]]",4,3,28,COCO_train2014_000000072892.jpg
947,000000072895_f28_h4_s1.png,4,1,"[[9, 12]]",6,4,28,COCO_train2014_000000072895.jpg
948,000000072905_f28_h3_s3.png,3,3,"[[8, 7], [11, 7], [1, 7]]",4,3,28,COCO_train2014_000000072905.jpg
949,000000073016_f28_h4_s2.png,4,2,"[[14, 10], [4, 14]]",4,4,28,COCO_train2014_000000073016.jpg
950,000000073172_f28_h3_s2.png,3,2,"[[10, 9], [9, 6]]",4,3,28,COCO_train2014_000000073172.jpg
951,000000073226_f28_h2_s2.png,2,2,"[[1, 3], [2, 3]]",3,2,28,COCO_train2014_000000073226.jpg
952,000000073234_f28_h4_s2.png,4,2,"[[19, 21], [12, 8]]",7,4,28,COCO_train2014_000000073234.jpg
953,000000073367_f28_h3_s2.png,3,2,"[[5, 4], [4, 3]]",2,3,28,COCO_train2014_000000073367.jpg
954,000000073374_f28_h3_s1.png,3,1,"[[2, 0]]",4,3,28,COCO_train2014_000000073374.jpg
955,000000073574_f28_h2_s3.png,2,3,"[[1, 3], [2, 3], [0, 1]]",2,2,28,COCO_train2014_000000073574.jpg
956,000000073686_f28_h2_s2.png,2,2,"[[0, 1], [0, 2]]",2,2,28,COCO_train2014_000000073686.jpg
957,000000073783_f28_h4_s1.png,4,1,"[[0, 13]]",5,4,28,COCO_train2014_000000073783.jpg
958,000000073899_f28_h4_s1.png,4,1,"[[3, 9]]",6,4,28,COCO_train2014_000000073899.jpg
959,000000073929_f28_h4_s1.png,4,1,"[[1, 11]]",3,4,28,COCO_train2014_000000073929.jpg
960,000000074099_f28_h3_s2.png,3,2,"[[3, 4], [11, 4]]",4,3,28,COCO_train2014_000000074099.jpg
961,000000074354_f28_h3_s3.png,3,3,"[[2, 3], [8, 2], [0, 1]]",3,3,28,COCO_train2014_000000074354.jpg
962,000000074407_f28_h4_s2.png,4,2,"[[10, 16], [14, 18]]",5,4,28,COCO_train2014_000000074407.jpg
963,000000074524_f28_h3_s3.png,3,3,"[[3, 1], [5, 4], [1, 5]]",2,3,28,COCO_train2014_000000074524.jpg
964,000000074533_f28_h4_s2.png,4,2,"[[20, 21], [18, 13]]",6,4,28,COCO_train2014_000000074533.jpg
965,000000074537_f28_h4_s3.png,4,3,"[[17, 9], [11, 16], [17, 7]]",5,4,28,COCO_train2014_000000074537.jpg
966,000000074624_f28_h2_s2.png,2,2,"[[2, 1], [3, 1]]",2,2,28,COCO_train2014_000000074624.jpg
967,000000074927_f28_h2_s2.png,2,2,"[[0, 1], [1, 2]]",2,2,28,COCO_train2014_000000074927.jpg
968,000000074947_f28_h3_s2.png,3,2,"[[4, 0], [5, 3]]",2,3,28,COCO_train2014_000000074947.jpg
969,000000075002_f28_h3_s2.png,3,2,"[[0, 4], [2, 5]]",2,3,28,COCO_train2014_000000075002.jpg
970,000000075199_f28_h2_s1.png,2,1,"[[4, 2]]",3,2,28,COCO_train2014_000000075199.jpg
971,000000075254_f28_h2_s2.png,2,2,"[[3, 1], [1, 0]]",2,2,28,COCO_train2014_000000075254.jpg
972,000000075258_f28_h4_s3.png,4,3,"[[20, 12], [12, 7], [8, 2]]",6,4,28,COCO_train2014_000000075258.jpg
973,000000075402_f28_h2_s3.png,2,3,"[[4, 2], [2, 5], [2, 4]]",3,2,28,COCO_train2014_000000075402.jpg
974,000000075509_f28_h2_s1.png,2,1,"[[1, 0]]",2,2,28,COCO_train2014_000000075509.jpg
975,000000075535_f28_h3_s1.png,3,1,"[[10, 7]]",4,3,28,COCO_train2014_000000075535.jpg
976,000000075605_f28_h4_s2.png,4,2,"[[4, 6], [7, 1]]",2,4,28,COCO_train2014_000000075605.jpg
977,000000075624_f28_h3_s1.png,3,1,"[[2, 0]]",4,3,28,COCO_train2014_000000075624.jpg
978,000000075754_f28_h4_s1.png,4,1,"[[5, 3]]",5,4,28,COCO_train2014_000000075754.jpg
979,000000076001_f28_h3_s2.png,3,2,"[[2, 8], [11, 0]]",4,3,28,COCO_train2014_000000076001.jpg
980,000000076009_f28_h2_s1.png,2,1,"[[1, 0]]",2,2,28,COCO_train2014_000000076009.jpg
981,000000076049_f28_h3_s1.png,3,1,"[[5, 7]]",3,3,28,COCO_train2014_000000076049.jpg
982,000000076101_f28_h3_s2.png,3,2,"[[5, 8], [11, 0]]",4,3,28,COCO_train2014_000000076101.jpg
983,000000076146_f28_h3_s1.png,3,1,"[[2, 0]]",4,3,28,COCO_train2014_000000076146.jpg
984,000000076372_f28_h3_s2.png,3,2,"[[1, 9], [7, 2]]",4,3,28,COCO_train2014_000000076372.jpg
985,000000076405_f28_h2_s2.png,2,2,"[[3, 0], [0, 3]]",2,2,28,COCO_train2014_000000076405.jpg
